Order_ID,Product_ID,Product_Category,Product_Price,User_Location,Return_Reason,return_probability
ORD00006101,PROD00006101,Electronics,263.12,City40,Wrong item,0.85
ORD00006159,PROD00006159,Toys,202.25,City44,Wrong item,0.85
ORD00000023,PROD00000023,Electronics,57.14,City28,Wrong item,0.85
ORD00006904,PROD00006904,Toys,38.85,City62,Changed mind,0.85
ORD00000483,PROD00000483,Home,496.87,City42,Defective,0.85
ORD00003144,PROD00003144,Clothing,194.65,City73,Defective,0.85
ORD00001169,PROD00001169,Clothing,122.38,City11,Not as described,0.85
ORD00001185,PROD00001185,Electronics,301.73,City95,Defective,0.85
ORD00005028,PROD00005028,Electronics,277.04,City1,Changed mind,0.85
ORD00009357,PROD00009357,Clothing,117.92,City40,Not as described,0.85
ORD00001962,PROD00001962,Electronics,388.65,City17,Defective,0.85
ORD00006940,PROD00006940,Home,106.09,City100,Wrong item,0.85
ORD00006960,PROD00006960,Toys,19.97,City4,Defective,0.85
ORD00005059,PROD00005059,Clothing,70.13,City70,Wrong item,0.85
ORD00009270,PROD00009270,Clothing,35.71,City38,Wrong item,0.85
ORD00008146,PROD00008146,Clothing,336.21,City88,Defective,0.85
ORD00006852,PROD00006852,Home,152.1,City37,Wrong item,0.85
ORD00006862,PROD00006862,Toys,373.72,City62,Defective,0.85
ORD00006885,PROD00006885,Electronics,202.29,City87,Defective,0.85
ORD00001996,PROD00001996,Clothing,290.74,City21,Wrong item,0.85
ORD00000514,PROD00000514,Books,187.72,City58,Wrong item,0.85
ORD00005186,PROD00005186,Clothing,177.74,City75,Not as described,0.85
ORD00005224,PROD00005224,Toys,16.59,City90,Not as described,0.85
ORD00003097,PROD00003097,Books,438.14,City96,Changed mind,0.85
ORD00003121,PROD00003121,Home,471.31,City39,Wrong item,0.85
ORD00005257,PROD00005257,Books,9.23,City92,Not as described,0.85
ORD00006984,PROD00006984,Toys,121.02,City28,Wrong item,0.85
ORD00004918,PROD00004918,Home,42.46,City83,Not as described,0.85
ORD00004919,PROD00004919,Home,167.27,City71,Defective,0.85
ORD00004920,PROD00004920,Clothing,225.88,City49,Defective,0.85
ORD00004957,PROD00004957,Toys,232.48,City83,Wrong item,0.85
ORD00003280,PROD00003280,Home,258.12,City43,Wrong item,0.85
ORD00005010,PROD00005010,Clothing,28.88,City61,Changed mind,0.85
ORD00005268,PROD00005268,Clothing,430.66,City86,Changed mind,0.85
ORD00006786,PROD00006786,Clothing,219.56,City16,Changed mind,0.85
ORD00006796,PROD00006796,Home,59.23,City9,Changed mind,0.85
ORD00009182,PROD00009182,Electronics,378.2,City6,Defective,0.85
ORD00000581,PROD00000581,Toys,379.78,City13,Not as described,0.85
ORD00009187,PROD00009187,Home,218.77,City25,Wrong item,0.85
ORD00008303,PROD00008303,Clothing,214.92,City7,Not as described,0.85
ORD00008306,PROD00008306,Toys,239.71,City2,Not as described,0.85
ORD00001877,PROD00001877,Home,143.03,City78,Not as described,0.85
ORD00001883,PROD00001883,Books,445.23,City14,Not as described,0.85
ORD00007046,PROD00007046,Home,497.04,City28,Wrong item,0.85
ORD00001854,PROD00001854,Toys,158.57,City84,Changed mind,0.85
ORD00007078,PROD00007078,Clothing,62.06,City31,Defective,0.85
ORD00008013,PROD00008013,Clothing,395.54,City95,Wrong item,0.85
ORD00004876,PROD00004876,Home,464.86,City83,Changed mind,0.85
ORD00000405,PROD00000405,Clothing,69.04,City55,Defective,0.85
ORD00009416,PROD00009416,Toys,101.95,City11,Changed mind,0.85
ORD00006698,PROD00006698,Home,274.57,City36,Defective,0.85
ORD00005402,PROD00005402,Electronics,302.42,City43,Not as described,0.85
ORD00005454,PROD00005454,Clothing,385.3,City15,Changed mind,0.85
ORD00002933,PROD00002933,Home,418.93,City18,Not as described,0.85
ORD00009034,PROD00009034,Toys,196.3,City17,Not as described,0.85
ORD00008358,PROD00008358,Clothing,183.32,City25,Defective,0.85
ORD00001105,PROD00001105,Books,36.23,City24,Defective,0.85
ORD00001328,PROD00001328,Books,325.21,City80,Changed mind,0.85
ORD00001773,PROD00001773,Toys,257.36,City58,Changed mind,0.85
ORD00007872,PROD00007872,Clothing,200.83,City27,Not as described,0.85
ORD00003392,PROD00003392,Toys,205.52,City9,Wrong item,0.85
ORD00004838,PROD00004838,Electronics,235.92,City86,Defective,0.85
ORD00004856,PROD00004856,Home,323.53,City34,Defective,0.85
ORD00003357,PROD00003357,Home,197.74,City74,Defective,0.85
ORD00004866,PROD00004866,Electronics,331.13,City20,Changed mind,0.85
ORD00001868,PROD00001868,Home,34.6,City28,Wrong item,0.85
ORD00006676,PROD00006676,Books,121.63,City48,Wrong item,0.85
ORD00002111,PROD00002111,Electronics,335.96,City87,Wrong item,0.85
ORD00002859,PROD00002859,Home,433.0,City36,Defective,0.85
ORD00005558,PROD00005558,Books,437.54,City12,Defective,0.85
ORD00005560,PROD00005560,Clothing,47.43,City54,Not as described,0.85
ORD00005571,PROD00005571,Home,31.43,City33,Wrong item,0.85
ORD00005586,PROD00005586,Toys,298.11,City58,Not as described,0.85
ORD00006588,PROD00006588,Books,280.47,City98,Changed mind,0.85
ORD00004797,PROD00004797,Toys,428.97,City34,Defective,0.85
ORD00007914,PROD00007914,Toys,235.15,City18,Defective,0.85
ORD00007920,PROD00007920,Home,411.69,City78,Changed mind,0.85
ORD00007229,PROD00007229,Toys,63.6,City19,Defective,0.85
ORD00001728,PROD00001728,Toys,31.0,City82,Not as described,0.85
ORD00007284,PROD00007284,Clothing,203.85,City98,Changed mind,0.85
ORD00000346,PROD00000346,Toys,198.8,City40,Wrong item,0.85
ORD00009494,PROD00009494,Books,269.79,City65,Not as described,0.85
ORD00004818,PROD00004818,Electronics,247.54,City68,Defective,0.85
ORD00003370,PROD00003370,Books,247.43,City24,Defective,0.85
ORD00000689,PROD00000689,Clothing,101.48,City32,Not as described,0.85
ORD00008926,PROD00008926,Books,483.3,City64,Wrong item,0.85
ORD00000739,PROD00000739,Electronics,344.28,City29,Not as described,0.85
ORD00001388,PROD00001388,Electronics,459.7,City34,Wrong item,0.85
ORD00007312,PROD00007312,Electronics,46.46,City21,Defective,0.85
ORD00009522,PROD00009522,Toys,80.09,City22,Defective,0.85
ORD00000313,PROD00000313,Clothing,341.18,City49,Wrong item,0.85
ORD00004721,PROD00004721,Electronics,146.28,City83,Defective,0.85
ORD00004765,PROD00004765,Electronics,177.94,City56,Not as described,0.85
ORD00008375,PROD00008375,Toys,237.32,City88,Wrong item,0.85
ORD00008383,PROD00008383,Home,171.17,City25,Changed mind,0.85
ORD00008420,PROD00008420,Clothing,423.5,City28,Wrong item,0.85
ORD00005739,PROD00005739,Home,68.24,City28,Defective,0.85
ORD00008836,PROD00008836,Books,231.96,City82,Defective,0.85
ORD00008844,PROD00008844,Home,152.1,City51,Defective,0.85
ORD00000754,PROD00000754,Books,454.4,City68,Wrong item,0.85
ORD00008427,PROD00008427,Clothing,278.63,City93,Defective,0.85
ORD00007371,PROD00007371,Toys,370.49,City88,Not as described,0.85
ORD00007396,PROD00007396,Toys,470.79,City51,Wrong item,0.85
ORD00007398,PROD00007398,Electronics,421.66,City79,Wrong item,0.85
ORD00003581,PROD00003581,Books,249.95,City88,Changed mind,0.85
ORD00004598,PROD00004598,Toys,10.49,City51,Wrong item,0.85
ORD00003547,PROD00003547,Home,99.26,City68,Defective,0.85
ORD00007285,PROD00007285,Home,338.75,City22,Defective,0.85
ORD00007828,PROD00007828,Electronics,22.35,City99,Changed mind,0.85
ORD00007849,PROD00007849,Home,233.87,City14,Changed mind,0.85
ORD00002242,PROD00002242,Clothing,49.36,City84,Defective,0.85
ORD00002270,PROD00002270,Home,200.62,City6,Not as described,0.85
ORD00002735,PROD00002735,Home,335.04,City48,Defective,0.85
ORD00005806,PROD00005806,Clothing,119.1,City24,Changed mind,0.85
ORD00002702,PROD00002702,Home,96.86,City18,Wrong item,0.85
ORD00005852,PROD00005852,Electronics,430.42,City15,Not as described,0.85
ORD00000799,PROD00000799,Books,133.34,City39,Changed mind,0.85
ORD00006449,PROD00006449,Toys,159.76,City23,Not as described,0.85
ORD00001433,PROD00001433,Clothing,379.27,City38,Defective,0.85
ORD00007421,PROD00007421,Clothing,247.25,City78,Changed mind,0.85
ORD00003662,PROD00003662,Toys,83.67,City90,Defective,0.85
ORD00003666,PROD00003666,Home,33.22,City81,Wrong item,0.85
ORD00004480,PROD00004480,Home,449.77,City87,Wrong item,0.85
ORD00003601,PROD00003601,Toys,248.5,City59,Wrong item,0.85
ORD00003607,PROD00003607,Books,379.11,City64,Not as described,0.85
ORD00000271,PROD00000271,Clothing,282.89,City85,Defective,0.85
ORD00006451,PROD00006451,Clothing,406.08,City4,Defective,0.85
ORD00002318,PROD00002318,Clothing,265.58,City84,Not as described,0.85
ORD00008809,PROD00008809,Books,459.54,City93,Wrong item,0.85
ORD00005888,PROD00005888,Clothing,432.28,City23,Wrong item,0.85
ORD00002662,PROD00002662,Home,499.67,City98,Changed mind,0.85
ORD00000843,PROD00000843,Home,410.87,City43,Not as described,0.85
ORD00007744,PROD00007744,Home,272.77,City10,Changed mind,0.85
ORD00007758,PROD00007758,Home,485.0,City66,Wrong item,0.85
ORD00007468,PROD00007468,Books,179.48,City87,Not as described,0.85
ORD00009625,PROD00009625,Toys,273.17,City39,Not as described,0.85
ORD00000236,PROD00000236,Home,329.59,City22,Changed mind,0.85
ORD00000241,PROD00000241,Clothing,151.4,City14,Changed mind,0.85
ORD00009643,PROD00009643,Electronics,303.61,City55,Wrong item,0.85
ORD00009646,PROD00009646,Electronics,46.15,City20,Wrong item,0.85
ORD00004472,PROD00004472,Clothing,337.07,City54,Changed mind,0.85
ORD00003644,PROD00003644,Electronics,246.37,City38,Changed mind,0.85
ORD00005974,PROD00005974,Home,432.8,City55,Wrong item,0.85
ORD00005979,PROD00005979,Electronics,497.73,City94,Wrong item,0.85
ORD00005980,PROD00005980,Toys,33.07,City23,Not as described,0.85
ORD00008500,PROD00008500,Books,232.37,City34,Wrong item,0.85
ORD00008501,PROD00008501,Clothing,433.79,City21,Not as described,0.85
ORD00000948,PROD00000948,Home,481.65,City43,Defective,0.85
ORD00000972,PROD00000972,Electronics,439.21,City26,Not as described,0.85
ORD00006282,PROD00006282,Home,63.39,City57,Changed mind,0.85
ORD00003779,PROD00003779,Home,181.29,City94,Defective,0.85
ORD00004249,PROD00004249,Toys,493.12,City39,Not as described,0.85
ORD00000196,PROD00000196,Electronics,6.5,City74,Wrong item,0.85
ORD00004307,PROD00004307,Toys,85.25,City50,Wrong item,0.85
ORD00004313,PROD00004313,Home,18.4,City37,Wrong item,0.85
ORD00004411,PROD00004411,Electronics,343.35,City49,Changed mind,0.85
ORD00006295,PROD00006295,Home,25.75,City19,Not as described,0.85
ORD00006312,PROD00006312,Electronics,492.65,City87,Changed mind,0.85
ORD00006341,PROD00006341,Toys,201.06,City19,Defective,0.85
ORD00002619,PROD00002619,Clothing,159.53,City32,Wrong item,0.85
ORD00002639,PROD00002639,Books,390.5,City48,Changed mind,0.85
ORD00006018,PROD00006018,Electronics,155.87,City56,Not as described,0.85
ORD00006043,PROD00006043,Toys,359.28,City76,Not as described,0.85
ORD00002562,PROD00002562,Books,206.47,City90,Changed mind,0.85
ORD00002570,PROD00002570,Toys,337.57,City67,Wrong item,0.85
ORD00002588,PROD00002588,Books,107.28,City59,Changed mind,0.85
ORD00008648,PROD00008648,Toys,461.53,City44,Changed mind,0.85
ORD00008650,PROD00008650,Books,347.1,City85,Wrong item,0.85
ORD00007554,PROD00007554,Home,67.54,City87,Changed mind,0.85
ORD00007591,PROD00007591,Toys,127.71,City64,Changed mind,0.85
ORD00007600,PROD00007600,Home,160.27,City92,Changed mind,0.85
ORD00007623,PROD00007623,Home,458.49,City77,Changed mind,0.85
ORD00001517,PROD00001517,Electronics,146.29,City20,Changed mind,0.85
ORD00000141,PROD00000141,Clothing,173.42,City34,Wrong item,0.85
ORD00009813,PROD00009813,Home,142.83,City53,Not as described,0.85
ORD00009745,PROD00009745,Electronics,176.98,City81,Wrong item,0.85
ORD00009752,PROD00009752,Toys,313.85,City7,Changed mind,0.85
ORD00004238,PROD00004238,Clothing,313.98,City24,Not as described,0.85
ORD00006227,PROD00006227,Clothing,57.85,City62,Changed mind,0.85
ORD00008565,PROD00008565,Clothing,394.09,City43,Wrong item,0.85
ORD00008619,PROD00008619,Clothing,7.54,City86,Not as described,0.85
ORD00000911,PROD00000911,Electronics,188.0,City30,Not as described,0.85
ORD00006268,PROD00006268,Books,13.55,City68,Defective,0.85
ORD00006269,PROD00006269,Toys,395.55,City40,Wrong item,0.85
ORD00000867,PROD00000867,Clothing,229.45,City82,Defective,0.85
ORD00000873,PROD00000873,Books,363.96,City91,Not as described,0.85
ORD00000101,PROD00000101,Books,169.93,City40,Wrong item,0.85
ORD00004002,PROD00004002,Clothing,30.63,City71,Wrong item,0.85
ORD00000017,PROD00000017,Electronics,400.12,City33,Defective,0.85
ORD00003962,PROD00003962,Toys,272.29,City64,Wrong item,0.85
ORD00003975,PROD00003975,Home,375.55,City100,Not as described,0.85
ORD00009890,PROD00009890,Books,119.17,City61,Defective,0.85
ORD00009897,PROD00009897,Books,247.12,City50,Changed mind,0.85
ORD00009907,PROD00009907,Clothing,336.97,City35,Wrong item,0.85
ORD00000060,PROD00000060,Books,389.83,City44,Wrong item,0.85
ORD00009979,PROD00009979,Home,430.26,City5,Changed mind,0.84
ORD00009976,PROD00009976,Books,129.87,City36,Defective,0.84
ORD00000065,PROD00000065,Toys,280.61,City92,Defective,0.84
ORD00009920,PROD00009920,Home,397.71,City38,Not as described,0.84
ORD00009974,PROD00009974,Clothing,336.19,City63,Not as described,0.84
ORD00004088,PROD00004088,Clothing,214.54,City70,Changed mind,0.84
ORD00009884,PROD00009884,Books,412.16,City71,Not as described,0.84
ORD00000092,PROD00000092,Home,394.71,City25,Changed mind,0.84
ORD00000082,PROD00000082,Electronics,496.22,City36,Changed mind,0.84
ORD00009883,PROD00009883,Clothing,5.54,City87,Changed mind,0.84
ORD00009840,PROD00009840,Clothing,168.65,City24,Not as described,0.84
ORD00000077,PROD00000077,Books,185.34,City34,Not as described,0.84
ORD00009947,PROD00009947,Clothing,173.72,City82,Wrong item,0.84
ORD00003801,PROD00003801,Books,308.8,City43,Not as described,0.84
ORD00006132,PROD00006132,Books,102.12,City9,Wrong item,0.84
ORD00006129,PROD00006129,Toys,221.54,City15,Changed mind,0.84
ORD00006100,PROD00006100,Toys,28.62,City11,Not as described,0.84
ORD00002549,PROD00002549,Clothing,472.48,City21,Wrong item,0.84
ORD00002545,PROD00002545,Clothing,202.94,City24,Changed mind,0.84
ORD00002543,PROD00002543,Electronics,348.2,City8,Defective,0.84
ORD00006226,PROD00006226,Clothing,51.51,City2,Defective,0.84
ORD00006201,PROD00006201,Electronics,174.11,City38,Wrong item,0.84
ORD00003846,PROD00003846,Home,442.22,City39,Changed mind,0.84
ORD00002535,PROD00002535,Clothing,130.61,City98,Wrong item,0.84
ORD00006097,PROD00006097,Clothing,201.65,City24,Changed mind,0.84
ORD00008681,PROD00008681,Clothing,147.57,City23,Wrong item,0.84
ORD00008677,PROD00008677,Books,91.36,City47,Defective,0.84
ORD00006260,PROD00006260,Clothing,217.29,City52,Not as described,0.84
ORD00006248,PROD00006248,Toys,118.45,City38,Not as described,0.84
ORD00006149,PROD00006149,Books,198.68,City46,Not as described,0.84
ORD00009808,PROD00009808,Home,40.85,City99,Changed mind,0.84
ORD00009802,PROD00009802,Home,24.7,City61,Not as described,0.84
ORD00007585,PROD00007585,Clothing,328.07,City19,Defective,0.84
ORD00007575,PROD00007575,Electronics,270.29,City100,Wrong item,0.84
ORD00001570,PROD00001570,Toys,383.91,City15,Changed mind,0.84
ORD00007476,PROD00007476,Electronics,436.95,City87,Changed mind,0.84
ORD00007474,PROD00007474,Home,305.4,City99,Defective,0.84
ORD00004239,PROD00004239,Books,248.1,City15,Wrong item,0.84
ORD00004237,PROD00004237,Electronics,204.47,City54,Defective,0.84
ORD00009768,PROD00009768,Clothing,412.72,City1,Changed mind,0.84
ORD00009759,PROD00009759,Clothing,434.66,City96,Not as described,0.84
ORD00009757,PROD00009757,Clothing,393.6,City39,Changed mind,0.84
ORD00000181,PROD00000181,Electronics,244.32,City40,Not as described,0.84
ORD00000165,PROD00000165,Books,396.48,City36,Wrong item,0.84
ORD00004234,PROD00004234,Books,240.85,City72,Changed mind,0.84
ORD00004208,PROD00004208,Books,257.65,City86,Wrong item,0.84
ORD00003825,PROD00003825,Home,348.43,City91,Defective,0.84
ORD00003815,PROD00003815,Books,99.15,City63,Changed mind,0.84
ORD00000209,PROD00000209,Electronics,358.69,City37,Wrong item,0.84
ORD00009703,PROD00009703,Electronics,285.17,City23,Not as described,0.84
ORD00006045,PROD00006045,Clothing,125.16,City51,Changed mind,0.84
ORD00002368,PROD00002368,Electronics,430.72,City39,Not as described,0.84
ORD00006364,PROD00006364,Clothing,41.76,City71,Not as described,0.84
ORD00006372,PROD00006372,Books,371.75,City11,Defective,0.84
ORD00008498,PROD00008498,Toys,361.6,City92,Changed mind,0.84
ORD00002392,PROD00002392,Home,153.49,City90,Wrong item,0.84
ORD00000860,PROD00000860,Clothing,110.88,City33,Changed mind,0.84
ORD00000844,PROD00000844,Home,425.77,City8,Defective,0.84
ORD00000827,PROD00000827,Home,227.92,City67,Wrong item,0.84
ORD00005877,PROD00005877,Books,136.42,City15,Changed mind,0.84
ORD00005865,PROD00005865,Clothing,390.51,City82,Defective,0.84
ORD00008798,PROD00008798,Electronics,426.96,City68,Defective,0.84
ORD00006073,PROD00006073,Clothing,143.58,City68,Wrong item,0.84
ORD00006058,PROD00006058,Electronics,94.82,City80,Defective,0.84
ORD00009700,PROD00009700,Clothing,382.82,City47,Wrong item,0.84
ORD00009696,PROD00009696,Toys,18.83,City75,Defective,0.84
ORD00001556,PROD00001556,Toys,234.4,City81,Not as described,0.84
ORD00007541,PROD00007541,Toys,198.98,City3,Defective,0.84
ORD00007511,PROD00007511,Electronics,412.83,City68,Not as described,0.84
ORD00007487,PROD00007487,Home,271.9,City44,Not as described,0.84
ORD00001616,PROD00001616,Electronics,433.41,City28,Not as described,0.84
ORD00007481,PROD00007481,Clothing,57.9,City86,Wrong item,0.84
ORD00000806,PROD00000806,Toys,221.45,City35,Not as described,0.84
ORD00002297,PROD00002297,Books,472.67,City4,Changed mind,0.84
ORD00006446,PROD00006446,Electronics,172.71,City44,Not as described,0.84
ORD00006427,PROD00006427,Books,364.8,City6,Wrong item,0.84
ORD00008774,PROD00008774,Books,183.12,City15,Not as described,0.84
ORD00000988,PROD00000988,Clothing,420.84,City78,Changed mind,0.84
ORD00000965,PROD00000965,Books,60.24,City57,Not as described,0.84
ORD00003684,PROD00003684,Electronics,336.6,City98,Changed mind,0.84
ORD00004404,PROD00004404,Toys,461.23,City22,Not as described,0.84
ORD00003739,PROD00003739,Toys,246.55,City65,Defective,0.84
ORD00004332,PROD00004332,Electronics,248.95,City59,Changed mind,0.84
ORD00009722,PROD00009722,Clothing,212.4,City45,Changed mind,0.84
ORD00003643,PROD00003643,Books,145.26,City49,Defective,0.84
ORD00009618,PROD00009618,Books,139.66,City73,Not as described,0.84
ORD00007470,PROD00007470,Books,13.06,City58,Defective,0.84
ORD00007746,PROD00007746,Books,211.48,City16,Not as described,0.84
ORD00001460,PROD00001460,Clothing,131.54,City43,Defective,0.84
ORD00001440,PROD00001440,Toys,316.76,City68,Changed mind,0.84
ORD00007730,PROD00007730,Home,422.97,City20,Wrong item,0.84
ORD00002757,PROD00002757,Electronics,404.5,City57,Wrong item,0.84
ORD00005788,PROD00005788,Electronics,284.15,City83,Changed mind,0.84
ORD00005773,PROD00005773,Electronics,431.47,City79,Not as described,0.84
ORD00002231,PROD00002231,Books,474.92,City20,Changed mind,0.84
ORD00008478,PROD00008478,Electronics,380.65,City81,Not as described,0.84
ORD00008477,PROD00008477,Home,288.72,City7,Changed mind,0.84
ORD00008453,PROD00008453,Books,339.7,City39,Defective,0.84
ORD00008437,PROD00008437,Home,492.62,City88,Not as described,0.84
ORD00005755,PROD00005755,Clothing,138.1,City17,Defective,0.84
ORD00008787,PROD00008787,Electronics,38.35,City36,Wrong item,0.84
ORD00008775,PROD00008775,Toys,123.04,City89,Not as described,0.84
ORD00008839,PROD00008839,Books,330.63,City85,Wrong item,0.84
ORD00008813,PROD00008813,Clothing,64.4,City17,Wrong item,0.84
ORD00006561,PROD00006561,Electronics,375.35,City70,Defective,0.84
ORD00006529,PROD00006529,Home,116.65,City81,Defective,0.84
ORD00008403,PROD00008403,Home,407.05,City38,Defective,0.84
ORD00006502,PROD00006502,Clothing,114.38,City62,Changed mind,0.84
ORD00005735,PROD00005735,Toys,350.5,City50,Defective,0.84
ORD00005851,PROD00005851,Toys,323.54,City38,Defective,0.84
ORD00004495,PROD00004495,Electronics,430.76,City99,Not as described,0.84
ORD00004473,PROD00004473,Electronics,66.73,City38,Not as described,0.84
ORD00003668,PROD00003668,Electronics,302.77,City38,Wrong item,0.84
ORD00007452,PROD00007452,Home,88.62,City42,Wrong item,0.84
ORD00001621,PROD00001621,Home,214.19,City79,Not as described,0.84
ORD00007803,PROD00007803,Books,356.06,City61,Changed mind,0.84
ORD00001405,PROD00001405,Toys,129.08,City26,Defective,0.84
ORD00007790,PROD00007790,Home,329.37,City3,Changed mind,0.84
ORD00003652,PROD00003652,Clothing,388.95,City14,Changed mind,0.84
ORD00003569,PROD00003569,Toys,170.54,City45,Defective,0.84
ORD00005714,PROD00005714,Clothing,393.12,City94,Wrong item,0.84
ORD00000753,PROD00000753,Books,23.73,City10,Wrong item,0.84
ORD00008930,PROD00008930,Books,171.48,City19,Wrong item,0.84
ORD00005622,PROD00005622,Electronics,301.17,City98,Not as described,0.84
ORD00009025,PROD00009025,Electronics,202.74,City7,Not as described,0.84
ORD00000787,PROD00000787,Toys,124.8,City92,Wrong item,0.84
ORD00004536,PROD00004536,Clothing,339.58,City65,Changed mind,0.84
ORD00000272,PROD00000272,Books,394.63,City71,Not as described,0.84
ORD00000270,PROD00000270,Clothing,354.81,City24,Defective,0.84
ORD00004518,PROD00004518,Home,456.87,City94,Wrong item,0.84
ORD00003602,PROD00003602,Electronics,7.46,City52,Changed mind,0.84
ORD00004612,PROD00004612,Toys,42.31,City94,Defective,0.84
ORD00004610,PROD00004610,Home,256.52,City49,Changed mind,0.84
ORD00003588,PROD00003588,Electronics,444.59,City70,Wrong item,0.84
ORD00003580,PROD00003580,Toys,425.15,City27,Wrong item,0.84
ORD00007786,PROD00007786,Toys,213.62,City28,Changed mind,0.84
ORD00001692,PROD00001692,Home,307.89,City92,Wrong item,0.84
ORD00001673,PROD00001673,Toys,136.13,City69,Defective,0.84
ORD00000302,PROD00000302,Clothing,139.65,City68,Wrong item,0.84
ORD00000295,PROD00000295,Clothing,477.66,City2,Defective,0.84
ORD00008343,PROD00008343,Toys,411.02,City100,Changed mind,0.84
ORD00006657,PROD00006657,Home,375.97,City82,Not as described,0.84
ORD00006653,PROD00006653,Books,145.37,City9,Changed mind,0.84
ORD00002151,PROD00002151,Electronics,47.22,City72,Defective,0.84
ORD00006629,PROD00006629,Electronics,329.49,City80,Not as described,0.84
ORD00006606,PROD00006606,Books,374.43,City26,Wrong item,0.84
ORD00002217,PROD00002217,Electronics,80.83,City36,Not as described,0.84
ORD00008973,PROD00008973,Home,430.38,City51,Defective,0.84
ORD00002886,PROD00002886,Electronics,499.71,City69,Defective,0.84
ORD00002811,PROD00002811,Toys,63.84,City99,Defective,0.84
ORD00006683,PROD00006683,Electronics,300.91,City28,Wrong item,0.84
ORD00002096,PROD00002096,Home,47.16,City20,Wrong item,0.84
ORD00006667,PROD00006667,Home,188.27,City14,Defective,0.84
ORD00008369,PROD00008369,Books,56.18,City97,Changed mind,0.84
ORD00008997,PROD00008997,Books,462.89,City98,Not as described,0.84
ORD00009563,PROD00009563,Clothing,431.77,City44,Not as described,0.84
ORD00009556,PROD00009556,Home,242.63,City27,Defective,0.84
ORD00007868,PROD00007868,Electronics,239.43,City81,Changed mind,0.84
ORD00001403,PROD00001403,Clothing,290.21,City59,Changed mind,0.84
ORD00001389,PROD00001389,Books,98.47,City88,Wrong item,0.84
ORD00001378,PROD00001378,Toys,308.02,City34,Not as described,0.84
ORD00007847,PROD00007847,Clothing,386.64,City89,Not as described,0.84
ORD00007846,PROD00007846,Home,179.63,City29,Wrong item,0.84
ORD00007844,PROD00007844,Home,409.34,City26,Not as described,0.84
ORD00004640,PROD00004640,Toys,76.1,City26,Wrong item,0.84
ORD00007903,PROD00007903,Books,190.65,City33,Not as described,0.84
ORD00002916,PROD00002916,Toys,55.94,City68,Changed mind,0.84
ORD00005450,PROD00005450,Electronics,6.08,City98,Wrong item,0.84
ORD00005442,PROD00005442,Electronics,253.41,City79,Defective,0.84
ORD00005424,PROD00005424,Clothing,409.67,City78,Not as described,0.84
ORD00005422,PROD00005422,Books,253.96,City88,Changed mind,0.84
ORD00000638,PROD00000638,Electronics,26.1,City83,Wrong item,0.84
ORD00009135,PROD00009135,Books,416.63,City100,Not as described,0.84
ORD00009133,PROD00009133,Electronics,466.7,City61,Defective,0.84
ORD00009123,PROD00009123,Home,496.9,City43,Defective,0.84
ORD00004795,PROD00004795,Home,288.03,City68,Changed mind,0.84
ORD00003442,PROD00003442,Electronics,169.36,City89,Defective,0.84
ORD00003437,PROD00003437,Toys,457.61,City24,Not as described,0.84
ORD00004771,PROD00004771,Books,442.74,City45,Defective,0.84
ORD00004700,PROD00004700,Books,80.96,City85,Changed mind,0.84
ORD00003497,PROD00003497,Books,196.78,City6,Changed mind,0.84
ORD00003480,PROD00003480,Electronics,123.95,City14,Wrong item,0.84
ORD00009481,PROD00009481,Electronics,194.46,City25,Defective,0.84
ORD00008318,PROD00008318,Clothing,406.24,City42,Wrong item,0.84
ORD00008310,PROD00008310,Clothing,466.92,City78,Wrong item,0.84
ORD00001134,PROD00001134,Electronics,276.22,City86,Not as described,0.84
ORD00001128,PROD00001128,Electronics,218.88,City73,Not as described,0.84
ORD00001127,PROD00001127,Electronics,60.53,City63,Changed mind,0.84
ORD00008263,PROD00008263,Electronics,42.1,City82,Not as described,0.84
ORD00002941,PROD00002941,Electronics,180.63,City1,Wrong item,0.84
ORD00009467,PROD00009467,Toys,46.99,City26,Changed mind,0.84
ORD00009462,PROD00009462,Home,484.53,City15,Not as described,0.84
ORD00009440,PROD00009440,Toys,497.94,City43,Changed mind,0.84
ORD00001759,PROD00001759,Books,287.52,City68,Defective,0.84
ORD00001734,PROD00001734,Toys,223.69,City9,Wrong item,0.84
ORD00007911,PROD00007911,Electronics,378.81,City88,Not as described,0.84
ORD00004842,PROD00004842,Clothing,103.57,City16,Not as described,0.84
ORD00003386,PROD00003386,Home,302.56,City5,Defective,0.84
ORD00007889,PROD00007889,Books,407.0,City100,Changed mind,0.84
ORD00007204,PROD00007204,Clothing,103.29,City78,Changed mind,0.84
ORD00001818,PROD00001818,Toys,326.91,City35,Not as described,0.84
ORD00007174,PROD00007174,Home,47.3,City59,Defective,0.84
ORD00008052,PROD00008052,Home,447.55,City47,Not as described,0.84
ORD00008042,PROD00008042,Home,230.12,City37,Defective,0.84
ORD00004902,PROD00004902,Toys,180.63,City40,Changed mind,0.84
ORD00000572,PROD00000572,Books,21.71,City40,Changed mind,0.84
ORD00006805,PROD00006805,Books,472.55,City9,Not as described,0.84
ORD00006754,PROD00006754,Books,233.61,City31,Defective,0.84
ORD00006740,PROD00006740,Clothing,149.46,City60,Wrong item,0.84
ORD00006715,PROD00006715,Clothing,198.85,City99,Defective,0.84
ORD00006707,PROD00006707,Clothing,36.4,City36,Defective,0.84
ORD00002084,PROD00002084,Clothing,401.34,City81,Wrong item,0.84
